GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),DHSMICSGEOREGION (CODE),DHSMICSGEOREGION (DISPLAY),DHSMICSGEOREGION (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1,,,,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,47.4,47.40000,,,,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1,,,,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,45.3,45.30000,,,,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1,,,,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,43.2,43.20000,,,,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1,,,,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,41.1,41.10000,,,,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1,,,,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,39.1,39.10000,,,,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1,,,,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,37.2,37.20000,,,,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1,,,,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,35.3,35.30000,,,,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1,,,,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,33.6,33.60000,,,,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=1,,,,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,32.0,32.00000,,,,,
MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4669,,,,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,28.1,28.13318,,,,,India Sample Registration System
MDG_0000000005,Contraceptive prevalence (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=5,,,,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,54.8,54.80000,,,,,
MDG_0000000005_AGE1519,"Contraceptive prevalence, among girls aged 15-19 (%)",http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid= 2481,,,,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,11.4,11.40000,,,,,
MDG_0000000006,Unmet need for family planning (%),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=6,,,,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,20.5,20.50000,,,,,
MDG_0000000006_AGE1519,"Unmet need for family planning, among girls aged 15-19 (%)",http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2480,,,,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,28.3,28.30000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1990,1990,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,126.0,126.00000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1990,1990,,SEAR,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,130.3,130.30000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1990,1990,,SEAR,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,122.0,122.00000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1991,1991,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,122.5,122.50000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1991,1991,,SEAR,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,126.9,126.90000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1991,1991,,SEAR,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,118.4,118.40000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1992,1992,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,119.2,119.20000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1992,1992,,SEAR,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,123.7,123.70000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1992,1992,,SEAR,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,114.9,114.90000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1993,1993,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,115.9,115.90000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1993,1993,,SEAR,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,120.6,120.60000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1993,1993,,SEAR,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,111.4,111.40000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1994,1994,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,112.7,112.70000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1994,1994,,SEAR,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,117.6,117.60000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1994,1994,,SEAR,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,107.9,107.90000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1995,1995,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,109.4,109.40000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1995,1995,,SEAR,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,114.5,114.50000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1995,1995,,SEAR,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,104.4,104.40000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1996,1996,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,106.0,106.00000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1996,1996,,SEAR,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,111.2,111.20000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1996,1996,,SEAR,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,101.0,101.00000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1997,1997,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,102.5,102.50000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1997,1997,,SEAR,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,107.8,107.80000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1997,1997,,SEAR,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,97.3,97.30000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1998,1998,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,98.9,98.90000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1998,1998,,SEAR,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,104.2,104.20000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1998,1998,,SEAR,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,93.8,93.80000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1999,1999,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,95.3,95.30000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1999,1999,,SEAR,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,100.1,100.10000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,1999,1999,,SEAR,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,90.7,90.70000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,91.7,91.70000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,96.6,96.60000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,87.0,87.00000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,88.1,88.10000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,92.9,92.90000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,83.5,83.50000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,84.6,84.60000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,89.4,89.40000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,80.0,80.00000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,81.2,81.20000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,85.8,85.80000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,76.7,76.70000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,77.8,77.80000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,81.9,81.90000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,73.9,73.90000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,74.5,74.50000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,78.5,78.50000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,70.6,70.60000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,71.2,71.20000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,74.9,74.90000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,67.7,67.70000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,68.0,68.00000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,71.6,71.60000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,64.5,64.50000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,64.7,64.70000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,68.2,68.20000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,61.5,61.50000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,61.6,61.60000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,64.7,64.70000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,58.6,58.60000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,58.4,58.40000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,61.4,61.40000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,55.6,55.60000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,55.3,55.30000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,58.0,58.00000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,52.9,52.90000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,52.4,52.40000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,54.6,54.60000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,50.2,50.20000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,49.5,49.50000,,,,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=7,,,,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,51.4,51.40000,,,,,
