,Review,Star
22,"Purchased the phone on Sept 20th. On Sept 29th, the phone died. It would not switch on again.I have been after Samsung customer support ever since. Finally today at the service centre, after checking software and hardware, they concluded that there is some problem with the motherboard.I have given the phone at the service centre. Hope to either get it fixed, or get a replacement soon. They told me it could take upto 10 days.",5.0
23,"Pros-Side Finger print is superfast but face unlock takes a bit time.-Bezel less n punch hole display looks cool from front.-Camera clarity is nice but doesn't  reproduce natural color.- Battery seems to be working 2 days but not more than that.- Front camera is awesome.-Phone is nice but not worth 25KCons:-Major Heating  issues when using camera...a big drawback.-Display quality is just like normal Amoled...no improvements . They just name it blah blah blah....marketing strategy.- Camera focus hunting issues.- Pathetic speaker, neither bass nor clarity and not so loud. Call quality is also not upto mark.-Position of volume button is very inconvenient, it is on the upper half side which causes difficulty in single hand use.-Very bad and thin quality of type C charger cable which can not last longer than a year.-ONE UI:-So far I didn't  find camera shutter sound off button .- noticed no lag in UI but obviously not superfast, feels some stuttering while browsing in play store.- No shortcuts of clock/calendar on notification bar. By clicking  on it, clock/calendar should open, thats very handy.Thats 24 hour user review. I will update my findings accordingly.",1.0
24,"Well first disclaimer - nothing is perfect in world, so is M51 (or for that matter any other phone). But M51 actually ticks all right boxes at given price. Let me give an honest and personal opinion. Before that let me share that I bought this phone for my college going son. I'm a Note user since last 3yrs, so would be a candid review.Best things :1. Battery - With more and more screen time, you need a reliable battery life. 7k battery gives you excellent juice to do more without draining soon. Charging is fast so far. No heating witnessed.2. Screen - Samsun screens are no doubt the best ones. Super Amoled used here is treat to eyes.3. Camera - truly truly marvellous. I can't just believe the camera department in M51. Sony hardware is well oiled and you get crystal crisp pictures. Amazing pic quality.4. Weight to me is not that bulky given a big screen and bigger battery you need to run that for 2 days, unplugged.Improvement areas :1. Dolby atmos is excellent in headphones but stock speaker could have been better, though not disappointing.2. There are no headphone, cover and screen guard in the box. All that are well informed earlier, so least surprises. Negligible costs and many good options available in market. BTW I use Spigen case and super awesome on M51. very very secure.All in all a very good phone, ticks all compartments right. Go for it w/o thoughts. And the best things, Non Chinese brand. Samsung has come up with one of the largest mobile plant at Noida in India. So another right tick.",5.0
25,"Your browser does not support HTML5 video.


   The delivery is in very bad condition there are no protection provide by amazon of my smasung m51 ,carelessness work by amzon that not expected,Worst delivery by Amzon otherwise phone is good ,a good phone you can go throught it , a super deal for samsung lover.",5.0
26,I bought this phone after lot of researchBut it disheartened me lot.After 10days of normal use it is not starting and charging. Also I got overheating issue right from day one.I never thought of this situation. Also it is not returnable after 7days.Please don't buy they launched without quality check. It failed on my expectations.,1.0
27,"Just got it in my hands a few hours back. The big display and battery are just amazing.  The phone is slightly thick yet very slim when you consider the monster battery. Camera looks good for day photography. Yet to use it in night conditions. First impressions??Awesome for the price!Adding to the previous review.The battery life is great n as advertised.Camera quality is very decent for the price. The fingerprint reader is okayish.Overall, very satisfied with the Monster phone!!",3.0
28,"I bought this phone(8 gb/128 gb variant)on the very first day of the sale and i got this at 24999/-₹ instead of regular price of 26999/-₹ with HDFC Card offer.... and i think that this phone is somewhat overpriced and the 24999/-₹ should be the real price for 8gb/128gb variant..Now coming to this phone i would like to say that this phone is packed with nice features and a monstrous battery but disappoints in build quality parameter and it has full plastic body and only comes with Gorilla glass 3 protection...Samsung should have given atleast Gorilla glass 5 protection if they didn't want to give glass body but i only bought this phone as i didn't want to buy a Chinese phone and only wanted a non chinese Made in India phone so this was my only option....Now i will give a few Pros and Cons of this after using it for non stop 4 days.....Pros:1. I found that its Camera is good for casual photogaphy with good low light performance,it is the same camera which comes with M31s and i think most of the persons will like its performance..2. It is packed with 7000 mah battery and will last uptp 2 days with moderate use (not heavy gaming)....3. Samumg One UI is awesome with some preloaded application and it also comes with knox security which gives hassle free experience and peace of mind and it is specially optimised for this to work with Snapdragon 730g(although it is cut down variant of One UI which samsung only gives in its flagship phones and A series)..4. Now for the very first time after 2-3 years samsung fixed a Snapdragon processor in its phone and earlier it was giving same old exynos 9611 in most of its phones....it comes with a Snapdragon 730g processor with an antutu score of approx 270k and geekbench score of approx 1700 and performance wise it is very good and one can easily play pubg in ultra settings with 35-40 fps and with 8 gb ram it works blazingly fast and makes multi tasking easier....5.It comes with a 6.7"" AMOLED plus infinity-O full HD display and only downside is that it doesn't comes with Gorilla glass 5 protection and is only 60hz display other competitors give 90hz display with Gorilla glass 5 at the same price...Cons:1. It is made up of only plastic and is susceptible to damage if handled roughly and the side of the phone and even buttons are fully plastic atleast they should have given aluminium finish on buttons and on its sides..2.It has a toned down version of One UI so if someone wants to enjoy its full features then he has to look for A series...and this phone also comes with some bloatwares and also automatically starts downloading recommended application from galaxy store without user permission as soon as it connects internet....3.I think it is priced 1500-2000/-₹ over its real price and which gives chinese phones an edge over it in terms of pricing..4.The phone only comes with an adapter only 25 watts and a type c to c charging cable...i think samsung has tried to cut the cost wherever possible..i think it could have been better if samsung supplied this phone with a back cover and pre applied screen guard with atleast 30 watt charging adapter...Vivo,realme,Oppo etc.all are giving the things that i have mentioned above at the price less than this phone...5.A 90 hz display with Gorilla glass 5 protection could have been better fit for this phone so one should buy a rugged back cover and a decent tempered glass to avoid any damage.....Now i have to say that it is a good phone but it is overpriced and most the of the persons will prefer realme,oppo,vivo etc. But if anyone wants a non chinese phone with a good better User experience then they should definitely look at this phone....",3.0
29,The one I got has its back cover coming out from one side. I have placed an order for return. Looking forward to resolve the issue as soon as possible.,1.0
30,"Poor camera quality, back camera pathetic and also no return policy which is more bad.Battery life is not so good as anticipated and projected, slower than A71 hand set.I will not recommend this product.",4.4
31,"Finally after a long time a good product in budget section from Samsung and happy to see the phone has Snapdragon processor.Pros: Awesome screen , Slim Phone, Awesome battery but its looking like 6000 mah not as 7000 mah ,Fast Charging, reverse charging option,Always on Display option, Cameras as good.Speaker is Good.Cons: Sometimes phone gets heated during charge and heavy usage, Side finger print sensors size is small but it works well.Price is little bit high as compared to other phone but its a brand not an chinese company.Overall a good product to buy.",5.0
32,No satisfied...I brought this mobile from Amazon flash sale ..got it delivered on 19th September 2020...and within 13 days my mobile got shut all of sudden...display is not working....called Amazon they say the return window has got expired so they can replace this mobile...I will have to get it replaced from Samsung Gallery....very disappointing...not expected this from Samsung n Amazon,1.0
33,"More than 2 days and still having 40% charge left, outstanding camera, awesome s-amoled display, perfect performance optimizations, nice user experience along with Samsung's brand value and security. Can't say about gaming as I am not a gamer. Value for money. At last I got rid of Chinese brand again! Thanks Samsung and also thanks Amazon for 1 day delivery.",4.0
34,"Very nice feel and screen color but phone HEATS‐UP very quickly36 degree,with usage of less then 20 mins,be it for call,zoom,net surfing  or Any photo mode....worried it will heat up face and ears as I use it more...2nd sound output is equivalent  to 10k-15k phone should have been improved.Screen recording doesn't work on zoom or teams.Apart from battery back up,heating issues this phone has issue wrt screen recording  and screenshot.One cannot take a screen shot while keypad is open...like right now I cannot take the snapshot while writing this review.Screen recoder doesn't  allow you to recore zoom or teams meeting stating error ""systmic in USE"" unlike Redmi screen recording  features.While on call you cannot pull out notes to quickly write anything n save on phone e.g. when you are in call and you need to note a phone no. Shared by speaker on otherside of call you cannot call Notes application  from with in the call menus...this is very stupid of Samsung...",1.0
35,Waste phone don't buy after use of 15 days im reviewing its getting hang and cant even open whatsapp properly i want to return this product total waste 25k waste better take poco x2 same processor with excellent performance compare to samsungSamung m series  is failure model stop launching m series 😡😡😡😡🤬🤬 Total waste product dont buy and dont waste ur money after 15 days of use all defects are comes out and its not Snapdragon its same Samsung processor showing exnos once see thid problem,2.0
36,Fooling customer with hidden adds putting price tag Rs. 22900. Pls be fare with customers and charging approx 4000 as tax unbelievable. With this price rang I can opt for One pluse MobileAny way happy with only delivery part got call exactly at 9 pm thx Amazon only for deliver department 5star for them but not for the device,3.0
37,Ok here we go! First review for the meanest monster!I think I was the first who got this delivered from Amazon!So below are my initial impressions:1. Screen - Massive. Simply massive! Great colors and that slight curve edges feel premium.2. Build - Nothing cheap here. Feels sturdy and has good weight distribution. But definitely not for small hands.3. UI - Easy to browse and navigate yet feature rich. Goodness of one UI4. Performance - Already installed around 100 apps. No lag noticed till date. No slowness at all. And I didn't miss 90hz refresh rate!5. Camera - Not much testing with the cam yet. But the selfie cam seems quite interesting. Has great details.6. Battery - Its just 2days but I can see the enormous potential here. Got awesome 9+ hours of SOT on first charge despite all that app download n sync with accounts.7. Network - No issues here. Better internet speed and coverage than my last phone for sure. Call connectivity feels good till nowWill update further by the end of this week.Do comment your questions here if any.,5.0
38,I have used redmi k20 previously. But the super AmoLED display in this m51 was awesome. Atlast my wish was fullfilled to experience the Samsung's display. That's all because of the Snapdragon 730. If they have choosen Exynos processor again I would have not taken this mobile. And the fingerprint scanner was superfast. It has an super touch response. Just with a small touch phone unlocks immediately. No delays. If you want an mobile for entertainment this was the right choice with big screen. Audio was good. I'm using boat airdopes 441 pro with this mobile. sound effects and quality was awesome.,1.0
39,"Amzon delivered in 24hrs insipite of heavy rain..Big thank you to ur service.Extremely happy with the product..its real monster battery.superb camera,3.5mm phone jack (just hate bluetooth On which drains the battery) and excellent build quality. May be u feel 2500- 3500 higher on price Samsung is piece of mind..no second thought. I dont see any need to buy a high end phone when u get all features for this price.Dont worry for 5g...it will take its sweet time 3-4 yrs...We all know 4g is still not stable across till date even after 1yrlaunch.As advt this phone has all good features and all to be very satisfactory...with best performance...may be snapdragon chip got the difference...only concern is still trying to find a good cover for the phone...hope samsung releases both at launch.date...just hate to buy cheap sinese covers for the beautiful phone.No second thought ..u can blindly buy this model in 2020.I'm samsung customer from Galaxy S2 model ..truly insipred the way they have revotionalized...Would be more happy if they can  bring competitve price for all on future models...good luck..stay safe!!",1.0
40,1. Touch response is impressive2. Battery backup is good as it is 7000mAH3. 0-100% charge in less than 2hrs4. Sound quality of the speakers could have been better but it's good.Overall it is value for money phone,5.0
41,"I always wanted a huge battery and a great screen for my content consumption. This fits the bill. Sure the price is higher than similar mobiles but Samsung has delivered on the price with features. It has  ""Single Take"", which helps me in capturing my Kid with video and photo. I never miss a moment.  "" night Mode"". Battery drains when playing few games but holds true for most of 2 days. Charging time is also ok, should have got a bigger charger.",4.0
42,"I don't like the phone of its build quality ,bcs phone is little bit heavy and back is very cheap the scratches got easily on the back so plz careful used and back cover is very important on the back and samsung is not giving in the box, overall it's good phone I love the phone of us battery life and camera is also good",1.0
43,"finger print sensor doesn't work even with little sweat on your thumb or finger.Most of the time it doesn't work and says cover the whole sensor with your finger.I have used moto for years and never faced such problem with any of there mobile.You can say finger print sensor doesn't exists on this phone. You have to enter your pin all the time.And why this nonsense ONE UI @Samsung ? why can't you just keep stock android, it low your cost and you can sell your phones at low cost.Because of this mistake I am giving it one star over all. Because if all the features doesn't come up together it doesn't mean anything.",4.4
44,"After 3 days of use i am writing this review.The best phone from samsung at this budget.1.CAMERA- camera is very very good. Rear camera you can use in 64 MP for Full crystal clear photos. Videos, hylerlaps and slomos are very good. MACRO CAMERA AND WIDE CAMERA are also very good. You will enjoy the camera photos.2. Bettery life- From the 20% of charging to reach 80% its just charge in less then 60 minutes . I charge my phone in the morning around 80-90% and i use my phone all the day in online lectures and webinares and my internet is continuos whole the day still at the evening it left with 50-55% charging then again i play the cod mobile at night for 2-3 hours still it lest 25% bettery and another day morning i charge the phone for one hour and it goes to 90% in just one hour. So superb bettery life.Performance - Snapdragon 730G and Adreno 618 GPu gives you outstanding performance and more power saving beacuse of its superamoled plus infinity display. I play cod mobile in High graphics and exterme frame rate but its never lag and phone has no heating compare to other phones. I LOVE THE PERFORMANCE.Display- Everyone know in the display no one can beat the samsung its just awsome for watching movies and also gives you DOLBY Atmos so you will love the watching series and movies on it.I think Paisa vasool phone he guys and made in india he Noida, delhi (samsung's world's largest manufacturing plant) just buy it. You will love it.",5.0
45,I am using this phone for around 20 days now. Here are the cons:1) Poor and inaccurate fingerprint sensor. finally i have to remove tbe finger print security.2) Face recognition is very slow. Apart from that for face recognition to work i have to awake the screen using double tap or power button.3) while charging battery get heated too much.Hope they get some update to fix these problems.4) Speaker sound is very less even on full volume.5) I found that while talking on speakerphone call quality from my end is not good or less.Pros1) Excellant camera.2) while using the phone there is no lag.3) very good display,1.0
46,"I purchased it on 20/9/20Reviewing after 40 days of use.Pros - > camera quality is really good.  > Processor working fine.  > Screen is awesome.Cons - > Don't touch the phone while charging. You'll end up burning your hands🔥  >  This phone is so damn heavy to hold.  > Fingerprint Accuracy is 40-50% (And if you don't have patience you might end up killing yourself after using this phone)  > I found issues while talking on phone call, voice on the other side is not clear.  > Since it has fingerprint reader on the side border if automatically unlock in yiur pocket if you accidentally put your hand in your pocket.  > Battery life sucks. There's nothing like 7000 mah.Concluding Remark -  ""DON'T DARE TO BUY IT."" 20000-25₹ Is a Big amount for Middle class people and nobody want to waste it.And I'm adding Picture of Inflated battery that might help you decide in the end.☺️🙏 Have a good day.",1.0
47,"This phone came with a lot of hype and I exchanged my One Plus 5T for this phone. The reason for exchanging my old phone was frequent battery drain on my 5t.However, the firat thing to point out is m51 has a 7000mah battery but in use it does not feel so. My 3yr old 5t required me to charge 3-4times in a day but my new m51 requires a charge once a day, which I did not expect from a brand new 7000mah battery.The touch response is laggy on m51 and I really do not like this after using 5t even though this has a better cpu and 8gb ram compared to my older 5t.The Samsung oneUI is ugly at best when compared to stock android and Oxygen OS.Overall, its just another 25k phone, nothing great about it and this is no game changer.",4.0
48,Got defective product and Amazon service guy was rude talking in a bad and loud manner. Pathetic product and service. The phone I got was overheating and hanging. After so long my phone is getting refunded and amazon blocked the replacement window and is asking me to order again without the introductory offer price at which I got it.,1.0
49,"Your browser does not support HTML5 video.


   Reviews should be honest and unbiased, and I'll live up to this. For me, any smartphone should be reviewed based on what ""should be"" its experience after 1-2 years and not when immediately purchased. But of course, potential buyers will buy it soon after its release - hence I'm reviewing it now based on my 1 week's observation. Will try to keep it short.1. Go through the attached video to see overall exterior features and first look towards the screen fluidity (video was taken from Z1 pro).2. Processor is more than fine for me - 730G is pulling off all my tasks at max speed. Including a lot of games like Clash Royale, Asphalt 9 and others with zero lag.3. Heating - strangely, phone doesn't heat up during gaming (maybe max 2-3 dgr more) and charging but heats up a lot during prolonged voice calls.4. Cellular call quality & speaker sound o/p quality are at par with any flagship performance.5. Battery calibration - in last 7 DAYS, I've charged it from 0 or 5% to 100% TWICE and haven't charged otherwise at all. I'm getting SoT of 12.5+ hours with medium gaming and a lot of cellular calls. I have uninstalled most of the bloatware except Samsung care and have installed 182 user apps as of this moment.This reading is, given:i. You give up fast charging - disable fast charging from device care menu (takes exactly 3 hr 7 min everytime from 1% to 100%)ii. Charge your phone while it's switched off.iii. Utilise the phone's default sleep and deep sleep mode configurations to hibernate apps. No need of greenify/ccleaner/avast/bla blaiv. Use device care function to kill background apps when not in use. Use system-wide dark modes as much as possible.v. Don't overuse/abuse power-saving mode.vi. Disable notifications of apps you don't really need.vii. limited Always-On display (on touch only)6. I miss an imp function - call recording from default dialer - struggled a lot to find the right free app - ACR dialer pro for manual call rec (update: using Showcaller now)7. I like the Dolby atmos mode on headsets (it's a headset-only mode) but it's not as powerful as some of the other chinese models with Dolby. But all lows, mids and highs are soothing and base is balanced.8. I miss the notification light.9. The entire phone is optimised to let you realise the entire 6800 mAh inside. The refresh and touch sampling rates are low, display dpi is less, core UI 2.0 is perfectly optimised and even the game launcher and plugins don't use many cores. My requirement was never more than a 60hz refresh, so I'm not missing anything here.10. Yes, the ""glastic"" term is a gimmick indeed, but as you'll all use a case at some point of time or the other in the future, the accusation is baseless, I feel. Gorilla glass is again another gimmick - if your phone has to break, it will.11. A small factor but yet an annoying one for me is the rear lens pinhole positioning. 3 of the 4 pinholes are asymmetrically cut and you can notice it easily if you hold the back against the light for at least 5 secs. (check the video). Maybe only for my set, but a factor.12. I had accidentally dropped it (with case and no tempered glass) the next day it was delivered from my trouser's pocket. not even a scratch came anywhere on the plastic or glass parts.13. Except when you expressly want to feel the weight, the set does not ""feel"" heavy. Good weight distribution despite being 210+ gms.14. Side-mounted bio sensor is first time for me but I've gotten quickly used to it - only persistent issue you may face is the notification panel scrolling down while gaming - unless you disable the feature. The sensor is extremely responsive (check video). (update: picking up the phone very often unlocks it as the sensor is exactly at the place on the side where one would unintentionally touch to pick it up)15. Ambient light sensor - major disadvantage. After the last OTAdate, it's currently using the front lens to sense luminosity, which is battery intensive. And STILL, the screen light flickers randomly. Hoping a very quick OTAdate to handle this. M51 supports Knox3.5  but there is no folder for it provided. Deployment failed. (Update: Screen flickering is fixed!! We also HAVE SECURE FOLDER NOW!!)16. Except the depth lens, all the other lenses are working fine for me. The selfie lens could be much better considering its 8mp main sensor - selfie pic attached. The PRO mode steals the game, at least for me though the 12mp ultra-wide lens also doesn't disappoint. The macro lens is fantastic (check pic detail of palm)PROS:1. Dedicated SD slot till 512 gigs2. Awesome battery, no complaints, delivers spec-wise.3. Great SA+ display with deep blacks. I love the warm tinge - tilts it towards reading mode4. Sturdy build despite being plastic - it also accounts for the less weight bcz it's plastic (7000mAh?!)5. Promising 16mp main Sony and 5mp macro sensors6. Performance is top-notch - no stutter, fps drop, fc, thanks to Snappy kyro golds and silvers.7. A finely power-optimised, feature-packed GUI.8. Inbuilt sleep and deep-sleep modes (droid default)9. Super slo-mo, hyperlapse, AR, PRO, single take, live focus, night mode - useful presets present. 4K recording@30fps - super-steady recording.10. UI - system-wide dark mode, wifi calling, NFC, screen recording inbuilt, widevine L1 for FHD clips, fullscreen gestures with hidden nav bar11. It's a ""NON-CHINESE"" smartphone, many system info apps say it's manufactured in Noida - take your call.12. Reverse-charging support is there (usb type c)13. Screenshot shortcut - swipe palm 'edge' from right to left by just touching the screen14. ""Adaptive battery mode"" (droid default) - pls make use of this for more juice15. Samsung paired with mcafee for free malware scan16. Budget-friendly - 24999-3000=21999 - that's the price right now (8/128) with 3k instant bank discount. i got it in a deal of 17k by exchanging RN5 Pro with Rs 7350.CONS:1. No inbuilt dialer call recording feature2. Carrier aggregation support absent (4G+ ?)3. Selfie/front cam quality below the mark but above avg., not spec-wise4. mono, non-stereo speaker o/p - might be a let down for some of you7. Fast charging is till 25W - might be a let down for some8. no screen protector/earbuds bundled with pack. (I purchased both case and guard in 248 -> 149+99 from Amazon and both are fine quality)9. Avg screen refresh rate (60 Hz) - can be a bugger for who's switching from 90/120/120+ Hz10. Gorilla glass 3 - could have been 5+11. Lens assembly area heats up noticeably during prolonged voice calls (fota?)12. LATEST UPDATE: VERY VERY FREQUENTLY SAMSUNG PAY MINI IS AUTO-POPPING UP - FORCING USER TO USE IT - WHILE I WILL NEVER USE IT!13. FORCED GLANCE NOTIFICATIONS - SAME HERE - I WILL NEVER USE SAMSUNG - IF YOU FORCE ME, I'LL ROOT THE PHONE AND REMOVE ALL THOSE SH*T. NO NEED FOR WARRANTY NOW - 1 YEAR OVER!I've tried to be as unbiased and exhaustive as possible. Please set your priorities to buy this model. Mine were ""NON-CHINESE"", budget, battery, camera, processor and UI.AFTER USING FOR 1 YEAR - WRITING ON IT'S 1ST ANNIVERSARY (not manuf., but order date):1. Phone never lags at all - perfect balance between hardware and UI2. Hardly ever fps drop during gaming3. I'm a rough user - dropped phone 4-5 times now from pocket - hardly even a scratch! If I remove my cover and 3D guard, it's a brand new phone! I sanitise my phone (lol) but nothing happened to screen/buttons/ports.4. Glance and Samsung Pay Mini are forced apps that Samsung will force you to use even to an extent that SPay was put autmclly as a shortcut as the navigation home button - but I have my ways around it.5. Selfie cam performance still going strong - usually with same spec MI phones, selfie lens underperforms after a year or so.6. Battery juice is not holding as much as when new - perhaps a more 6000 than 6800mah right now - maybe coz I'm pushing its limits - 201 user apps installed right now and a lot among them are juice-draining.7. Its cost is still INR 21k+ and its cumulative review is 4.4 after 80000 reviews! (as of today - 23 Sept 2021) even after a year of release - tells a lot about cust. satisfctn.If you're looking for a rewarding phone - it's still one of the best BATTERY beast NON-CHINESE option that you have with AWESOME cam performance.",5.0
50,3 months old only and this phone's charging port isn't working. Numerous times calling customer care. The first time they arranged a pick up service with a service centre that doesn't offer this service. 2nd time I got an online appointment with a service centre that doesn't offer this. Waiting a week. Ringing them throughout the day and the call quality is so poor. I can barely hear them. It's a great excuse for Samsung to hang up or put you on hold so they don't have to do their job. Shocking service and I will be letting everyone know on social media.,1.0
51,"I changed from Apple Iphone to M51. The simple reason was battery. During lockdown with WFH situation, battery has become paramount. Continous charging is reducing battery cycles.Ordered on the first day in the first half an hour after reviewing Nord and Realme 7Pro. Samsung as a brand is strong and in the various battery draining and charging test it was reigning supreme over the other two. Though they charge faster but then they have smaller batteries as well.In all other parameters it has been working without a hitch. The processor is strong and is able to load my office apps. I have truly impressed and delighted. Buy blindly if you are looking for a trustable phone which is a workhorse. I also used the HDFC 2000 off offer so got it cheaper.",1.0
52,"Everything is good, but the phone is very heavy. Hand is literally paining after holding it for 30 mins long. It's not a one handed phone definitely. But everything else is good. Not the best. But yes for normal user it's good.Camera is very good, best among all the phones in this range . Really impressive.Gaming is very very smooth, no lag.Battery capacity gave me 2+ days back up for normal usage and for heavy usage 1+ days",1.0
53,"This is one of the best phone from Samsung. Battery life is just amazing, it lasts for 2 days with heavy usage.Camera quality is superb. Night selfies and single take is out of the box. Processor is also very good. No lag while playing games. Phone doesnt heat up while charging or while watching videos or while playing games. It is a complete value for money deal. Got it for INR 22,999 during the first sale promotion offer.The only thing I didnt like is,1. Samsung is not providing any back cover and head phones. The phone is priced at INR 24,999, it should provide these basic things for such costly phone.2. It is overpriced by INR 3000.",5.0
54,"Edit within 17 days of getting this set out has stopped charging also... Will have to visit service center Please do not buy this phone...More over you can't even return product even within 1 week. Only replacement could be provided to get same product again.It won't properly even do one thing which was supposed to be its USP...Battery won't last a single day.After watching 5 min video on youtube battery went from 18% to 14%In standby mode battery went from 41% to 35% in just half an hour.Rest everything is not very good either, you could easily get a lot better device in this price range....",5.0
55,Phone is not as expected. Amazon’s return policy is pathetic. Just frustrating to talk to Amazon customer service. Never purchase a phone from Amazon. 7 day return policy is to make fool of consumers. After purchase you can’t even return the product even if it’s faulty. Have been using Amazon prime for so long. Would never buy a phone from Amazon again.,5.0
56,Adaptive brightness is Big headache.I updated to latest version but no success.Brightness suddenly reduces big problem.There has to be an urgent update by samsung to fix this.Do not go with review of fake youtubers .,5.0
57,"Mobile delivered in 1 day. Little overpriced phone when compared to build quality. Review after 4 days usage.1. Battery takes approx 100 mins to charge 90%2. With moderate usage, battery lasts upto one and half day.3. Screen recorder is a nice option4. Best is dedicated memory card with 2 sim slots5. Build quality is not great,could see the sticking of screen to mobile body as edges are not finely attached6. Image Stability issue in video recording7. Quick sensors for biometric and display8. Selfie photo comes with additional white tone,  which is something I did not like9. Reverse charging is one of the good option10. Speakers are giving nice output11. No lagging issue observed. RAM mangement done properly12. Some unwanted app comes with build, and does not get uninstalled, one can only disable13. No ear phone or case provided with mobile14. Phone do not feels bulky, even after having 7000 mAH battery",5.0
58,"Should be an amazing phone but the display is faulty i.e. there is huge smearing in low brightness. Its kind of  irritating . Found out after the return window ,so amazon won't take it back. Lockdown makes it difficult to go to the service center. So basically I'm screwed.Rest phone specs are superb. Bought a 6gb variant and is satisfied with the performance",4.4
59,"Firstly how can a phone be available for Rs. 5000 less in just within two months of the launch. This is literally cheating your first buyers for showing confidence in your product.Secondly the battery is so so bad that they should not even mention it in their highlights or promos. If they don't say it is 7000 then there's no way you can conclude its anywhere close to that. Probably the battery optimization is really bad or comoletely missing.Rest Camera is good fingerprint works fine, the phone gets heated when playing heavy games and the samsung keyboard hangs sometimes while typing.Bottomline is 20k is probably a better suited price and next time be more aware of your pricing rather than duping the inital buyers, at least I feel CHEATED.",5.0
60,"--Update from a general user after 2 months of use--Firstly, I have jumped from S7 Edge to M51, this next gen phone upgrade is definitely a bump upCamera is crisp and clear, no complain thereBiggest and the annoying issue is the adaptive brightness, it's faulty...had to turn that offScreen display quality is top notchPhone gets heated during charging and during excessive downloads from wifi,Phone doesn't get heated up during gameplayis this common with phones nowadays?The external speaker is okayish, but the sound from headphones with dobly atmos is niceFace unlock is hit or a miss, fingerprint is just fineCareful with third-party back covers, as the cutting for finger print is not preciseThat's all I can think of as of now !!!",1.0
61,"Good one But costly.....Good camera performance at lowlights and night mode..... finger print is perfect 👌  and gesture is awesome.....amazing Display (6.7 inches superAmoled plus) black are very pure colorsare very nice.....Snapdragon 730G is Very Good processor there is no words to say about performance.......Really  it is a meanest Monster.....No heating issues.....No lags......No frame drops.....Sensor are very good.....Battery and reverse charging is good ....Better option for non Chinese products 😉Camera performance is better than 1+ Nord.....Bill quality is bad... design is ok but there is easy to scratch....... definitely we use backcover 🤷‍♂️Pros:Battery 🔋,  sAmoled plus Display,  Sony imx sensor Camera, Fast charging support, weight distribution....Cons:Pre Installed bloatware.....Volume is not good at playing games.....SAR rate is 1.3 per head....No Tpu case and screen guard.....",5.0
62,"it is a worse seller!Replacement policy from Amazon about it is verry bad.got a faulty piece which went dead on second day of use and Amazon did not even put a valid replacement order.if anyone buy a product from this vender, there is high probability that product might be already damaged.",5.0
63,Worst camera and full of bloatwareSamsung did it again - building crap stuffI don't recommend buying,4.0
64,"Build Quality - Back of phone is catching fingerprint very easily. U Have to put Back Cover for that.It can be managed easily.Size & Weight - phone is little bit big. Single Handed Use May feel difficult. I Feel phone Heavy in weight.Camera - Excellent. 10/10Battery- Though It have 7000 mAH battery, if u use 2 LTE sim, it will last 1 Day with Mild to Moderate Use.Display- Excellent .10/10Speaker - not upto mark. But it is Good to hear.Security - Fingerprint Sensor works well. Face Detection struggles sometimes, not frequently.No inbuilt App lock or Hide Photos or video option.Notification- Due to huge Display, Notification of whatsapp appear very big. No option to hide Notification. It is Very embarrassing feature of this phone which i hate. In case of lock screen, if someone sent u multiple messages on whatsapp but u do not receive that number of notification. Only single notification is received for that chat and then u have to unlock screen and see how many messages r sent by 1 person. Samsung Kindly Fix this Bug.No vibration For whatsapp messege notification for locked screen. Very Bad Feature.Cost-  I Personally Feel Phone is costly. 8 GB/128 GB RAM/ROM  should be priced At 22000.",1.0
65,"I have been using a OnePlus 6 before this and this review is being written considering a little comparison in mind after using for almost 4-5 days.Pros -1- The battery backup is bang on. It lasts for at least 36 hours on moderate usage and for 48 hours on average usage like WhatsApp and social media etc. Charging does take time around 1+ hour (from 0 to 100) but that makes sense considering 7000 mAh huge battery2- Initially I had bad impression on camera but slowly after using and comparing, I am satisfied enough in this price segment. The images captured look real and less digitalised.3- I have had no heating or lagging issues contrary to what some people have written. May be it's an individual unit's issue.4- The low light performance of camera is awesome. Check out on photo captured in during night without using night mode in camera.5- The phone is equipped with good sensors which Samsung has always been good for. The hardware seems pretty decent too and does not give you a feel of plastic (my experience so far)6- It comes with a type C to type C connector which lets you charge your phone from another phone ( I have not used this feature yet though)7- Single shot mode in camera is awesome. It gives you amazing results without having to give multiple pose and clicks.8- Last but not the least, the feel of using the phone is good at this price point. And also, this is equipped with 3.5 mm jack so all your old headphones can still be used with this.Cons-1- Phone is a bit heavier compared to other phones that I used. This is due to the massive battery.2- Touch response is not as great as OnePlus phones that I have used. But good enough to not disappoint you.3- Fingerprint sensor is given on the side edge of phone along with the lock press button. I have faced problems using this and it often does not respond to fingerprints.4- Camera modes are not handy to use. Like if you have to use portrait mode, you need to click on more and then select live focus option. This can be fixed with some future software updates (my suggestion)5- The packaging of the phone does not look premium at all. Very low quality box and prints used. This does not matter though but this is what gives the first impression about a product.6- Just a charger given in the box. Something like a back cover or a screen guard would have been better if given along.Little long review but will give you insights whether you should go for it or not. Also as I have mentioned that I have been using a OnePlus before so people using a premium segment phones can give it a though too. Thanks for reading !",1.0
